S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of Votes
15.0,A. PURNA CHANDRA,Independent,856,1,857,0.06
16.0,PALLIPATTU.ABHINAV VISHNU,Samajwadi Party,670,6,676,0.05
17.0,N.GANGAIAH .,Independent,547,5,552,0.04
18.0,T NARESH,Independent,532,2,534,0.04
19.0,BANDAPALLI RAMESH,Independent,490,3,493,0.03
20.0,NOTA,None of the Above,11812,164,11976,0.84
1.0,KAMAKHYA PRASAD TASA,Bharatiya Janata Party,892766,4277,897043,55.04
2.0,ROSELINA TIRKEY,Indian National Congress,646123,1973,648096,39.76
3.0,DILUWARA BEGUM CHOWDHURY,Independent,11719,24,11743,0.72
4.0,BINOD GOGOI,Independent,10625,54,10679,0.66
5.0,ANIMA DEKA GUPTA,Voters Party  International,8641,32,8673,0.53
6.0,TRIDIV JYOTI BHUYAN,Independent,8091,37,8128,0.5
7.0,ABDUL HOQUE,Independent,6395,46,6441,0.4
8.0,JYOTISKA RANJAN GOSWAMI,Independent,4494,44,4538,0.28
9.0,SAILEN CH MALAKAR,Bharatiya Gana Parishad,3698,22,3720,0.23
10.0,SALIM AHMED,Asom Jana Morcha,3243,23,3266,0.2
11.0,SALEH AHMED MAZUMDAR,Republican Party of India (Athawale),3160,19,3179,0.2
12.0,NOTA,None of the Above,24212,219,24431,1.5
1.0,RANJIT DUTTA,Bharatiya Janata Party,771018,4770,775788,60.21
2.0,PREMLAL GANJU,Indian National Congress,412553,1827,414380,32.16
3.0,RISHIRAJ KAUNDINYA,Aam Aadmi Party,32771,277,33048,2.56
4.0,RAJU DEURI,Bodoland Peoples Front,19775,117,19892,1.54
5.0,PRADIP BHANDARI,Independent,8136,69,8205,0.64
6.0,KAMESWAR SWARGIARY,Voters Party  International,7320,62,7382,0.57
7.0,RINKU ROY,Gana Suraksha Party,6780,43,6823,0.53
8.0,ALAM ALI,Bahujan Maha Party,4186,16,4202,0.33
9.0,NOTA,None of the Above,18535,213,18748,1.46
1.0,PRADAN BARUAH,Bharatiya Janata Party,659307,3815,663122,54.75
2.0,UDAY SHANKAR HAZARIKA,Indian National Congress,458720,3145,461865,38.13
3.0,DHIREN KACHARI,Communist Party of India,19562,69,19631,1.62
4.0,GHANA KANTA CHUTIA,All India Trinamool Congress,14055,142,14197,1.17
5.0,BIKRAM RAMCHIARY,Independent,10218,75,10293,0.85
6.0,GOBIN BISWAKARMA,Independent,7461,65,7526,0.62
7.0,DEBA NATH PAIT,Independent,6143,20,6163,0.51
8.0,PALLAB PEGU,Socialist Unity Centre Of India (COMMUNIST),6051,86,6137,0.51
9.0,BIREN BAILUNG,Voters Party  International,5329,30,5359,0.44
10.0,NOTA,None of the Above,16716,205,16921,1.4
1.0,SARBANANDA SONOWAL,Bharatiya Janata Party,691153,2609,693762,54.27
2.0,LURINJYOTI GOGOI,Assam Jatiya Parishad,412793,1648,414441,32.42
3.0,MANOJ DHANOWAR,Aam Aadmi Party,137618,246,137864,10.78
4.0,NOTA,None of the Above,32163,92,32255,2.52
1.0,GAURAV GOGOI,Indian National Congress,743194,8577,751771,54.04
2.0,TOPON KUMAR GOGOI,Bharatiya Janata Party,602019,5359,607378,43.66
3.0,ARUN CHANDRA HANDIQUE,Ekam Sanatan Bharat Dal,8998,88,9086,0.65
4.0,RAJ KUMAR DUWARA,Independent,8315,55,8370,0.6
5.0,NOTA,None of the Above,14477,78,14555,1.05
1.0,MOHAMMAD JAWED,Indian National Congress,402470,380,402850,35.0
2.0,MUJAHID ALAM,Janata Dal  (United),342795,363,343158,29.81
3.0,AKHTARUL IMAN,All India Majlis-E-Ittehadul Muslimeen,309011,253,309264,26.87
4.0,BIDESHI RISHIDEV,Independent,11815,3,11818,1.03
5.0,VISHWANATH TUDU,Independent,11300,2,11302,0.98
6.0,MD GUFRAN JAMALI,Independent,9992,1,9993,0.87
7.0,HASIRUL,Independent,9522,2,9524,0.83
8.0,BABUL ALAM,Bahujan Samaj Party,7575,4,7579,0.66
9.0,RAVI KUMAR ROY,Independent,7299,3,7302,0.63
10.0,SHAHABUZZAMA BHARTIYA,Rashtriya Samaj Paksha,6055,0,6055,0.53
11.0,CHHOTE LAL MAHTO,Independent,3758,5,3763,0.33
12.0,MOHAMMAD KAUSAR PERWEZ,Independent,3525,0,3525,0.31
13.0,NOTA,None of the Above,24953,13,24966,2.17
1.0,TARIQ ANWAR,Indian National Congress,565025,2067,567092,48.41
2.0,DULAL CHANDRA GOSWAMI,Janata Dal  (United),516199,1030,517229,44.15
3.0,GOPAL KUMAR MAHTO,Bahujan Samaj Party,14452,46,14498,1.24
4.0,GYANESHWAR SOREN,Independent,12307,10,12317,1.05
5.0,KHALID MOBARAK,Independent,10828,43,10871,0.93
6.0,RAJ KUMAR MANDAL,Rashtriya Jansambhavna Party,8473,14,8487,0.72
7.0,VISHNU SINGH,Bharat Jago Janta Party,6303,37,6340,0.54
8.0,MARANG HANSADA,Peoples Party of India (Democratic),5875,14,5889,0.5
9.0,BINDU KUMARI,Samaj Shakti Party,5866,18,5884,0.5
10.0,NOTA,None of the Above,22866,73,22939,1.96
1.0,RAJESH RANJAN ALIAS PAPPU YADAV,Independent,566867,689,567556,47.46
2.0,SANTOSH KUMAR,Janata Dal  (United),543313,396,543709,45.47
3.0,BIMA BHARTI,Rashtriya Janata Dal,27017,103,27120,2.27
4.0,ARUN DAS,Bahujan Samaj Party,10595,24,10619,0.89
5.0,SATYENDRA YADAV,Independent,8457,2,8459,0.71
6.0,NOMAN ALAM,Independent,7693,0,7693,0.64
7.0,KISHOR KUMAR YADAV,All India Forward Bloc,6846,8,6854,0.57
8.0,NOTA,None of the Above,23819,15,23834,1.99
1.0,DINESH CHANDRA YADAV,Janata Dal  (United),639758,891,640649,52.96
2.0,DA KUMAR CHANDRADEEP,Rashtriya Janata Dal,464982,1133,466115,38.53
3.0,SURESHWAR PODDAR,Aadarsh Mithila Party,15423,11,15434,1.28
4.0,MD ARSHAD HUSSAIN,Bahujan Samaj Party,12947,44,12991,1.07
5.0,JAWAHAR LAL JAISWAL,Socialist Unity Centre Of India (COMMUNIST),11320,2,11322,0.94
6.0,UCHESHWAR PANDIT,Samajhdar Party,11127,22,11149,0.92
7.0,PRO KAMESHWAR YADAV,Bharatiya Jan Kranti Dal (Democratic),10665,9,10674,0.88
8.0,AJABLAL MEHTA,Yuva Krantikari Party,8720,16,8736,0.72
9.0,NOTA,None of the Above,32557,68,32625,2.7
1.0,GOPAL JEE THAKUR,Bharatiya Janata Party,565706,924,566630,55.33
2.0,LALIT KUMAR YADAV,Rashtriya Janata Dal,387408,1066,388474,37.93
3.0,SAROJ CHAUDHARY,Mithilanchal Mukti Morcha,18018,7,18025,1.76
4.0,DURGANANDA MAHAVIR NAYAK,Bahujan Samaj Party,8259,9,8268,0.81
5.0,MITHILESH MAHTO,Independent,6983,9,6992,0.68
6.0,KISHOR KUMAR DAS,Akhil Bhartiya Parivar Party,5716,5,5721,0.56
7.0,RAJNISH KUMAR,Jantantra Awaj Party,3634,4,3638,0.36
8.0,RANJEET KUMAR RAM,Wazib Adhikar Party,2529,3,2532,0.25
9.0,NOTA,None of the Above,23881,23,23904,2.33
1.0,RAJ BHUSHAN CHOUDHARY,Bharatiya Janata Party,618569,1180,619749,55.71
2.0,AJAY NISHAD,Indian National Congress,383759,1063,384822,34.59
3.0,ALOK KUMAR SINH,Independent,17225,0,17225,1.55
4.0,AWADHESH PRASAD SINGH,Independent,15617,1,15618,1.4
5.0,JITENDRA KUMAR,Independent,8692,8,8700,0.78
6.0,NILIMA KUMARI,Independent,7309,1,7310,0.66
7.0,VIJAYESH KUMAR,Bahujan Samaj Party,6530,17,6547,0.59
8.0,AJAY SAHNI,Independent,5157,1,5158,0.46
9.0,SUNITA KUMARI,Bajjikanchal Vikas Party,4791,1,4792,0.43
10.0,MOHAMMAD ANZARUL HASAN,All India Majlis-E-Ittehadul Muslimeen,4121,10,4131,0.37
11.0,MD HAIDAR,Independent,3897,0,3897,0.35
12.0,MUKESH KUMAR,Independent,3225,0,3225,0.29
13.0,SUDHIR KUMAR OJHA,Bhartiya Sarthak Party,2890,3,2893,0.26
14.0,SABINA KHATOON,Indian National League,2445,8,2453,0.22
15.0,SANDIP KUMAR,Jantantra Awaj Party,1968,3,1971,0.18
16.0,ARVIND KUMAR CHAUDHARY,Socialist Unity Centre Of India (COMMUNIST),1852,5,1857,0.17
17.0,AJITANSH GAUR,The Agrani Party,1840,3,1843,0.17
18.0,SANJAY KUMAR,Independent,1811,1,1812,0.16
19.0,BASKIT KUMAR SHARMA,Independent,1778,1,1779,0.16
20.0,SONELAL PASWAN,Independent,1730,1,1731,0.16
21.0,MANORANJAN KUMAR,Independent,1595,3,1598,0.14
22.0,NAND KISHORE SHARMA,Apna Kisan Party,1521,1,1522,0.14
23.0,ABHAY KUMAR,Samata Party,1170,4,1174,0.11
24.0,PRABHAKAR RANJAN,Ekam Sanatan Bharat Dal,1115,1,1116,0.1
25.0,RAJU SINGH,Independent,984,0,984,0.09
26.0,SAROJ KUMAR CHAUDHARY,Independent,965,0,965,0.09
27.0,NOTA,None of the Above,7539,49,7588,0.68
1.0,VEENA DEVI,Lok Janshakti Party(Ram Vilas),566225,818,567043,48.38
2.0,VIJAY KUMAR SHUKLA,Rashtriya Janata Dal,476199,1210,477409,40.73
3.0,VIKKY KUMAR,Independent,34253,3,34256,2.92
4.0,SHAMBHU KUMAR SINGH,Bahujan Samaj Party,21367,69,21436,1.83
5.0,RAJ NARAYAN YADAV,Independent,9614,2,9616,0.82
6.0,PARAMHANS SINGH,Independent,5316,1,5317,0.45
7.0,HARI NARAYAN RAM,Viro Ke Vir Indian Party,5097,3,5100,0.44
8.0,RAMESHWAR MAHTO,Bhartiya Sarthak Party,4141,9,4150,0.35
9.0,KUMAR SHISHIR,Independent,3903,4,3907,0.33
10.0,MUHAMAD AVAS,Independent,3758,0,3758,0.32
11.0,ABHA RAY,Peoples Party of India (Democratic),3263,11,3274,0.28
12.0,NARESH RAM,Socialist Unity Centre Of India (COMMUNIST),2998,11,3009,0.26
13.0,VINOD KUMAR SHARMA,Jantantra Awaj Party,2929,5,2934,0.25
14.0,ANIKET RAJ,Rashtriya Samaj Paksha,2018,7,2025,0.17
15.0,BALENDRA TIWARY,Hindustan Janta Party Secular,1360,6,1366,0.12
16.0,NOTA,None of the Above,27420,40,27460,2.34
1.0,DR. ALOK KUMAR SUMAN,Janata Dal  (United),510329,1537,511866,48.15
2.0,PREM NATH CHANCHAL ALIAS CHANCHAL PASWAN,Vikassheel Insaan Party,383065,1621,384686,36.19
3.0,DINANATH MANJHI,All India Majlis-E-Ittehadul Muslimeen,29900,92,29992,2.82
4.0,SUJEET KUMAR RAM,Bahujan Samaj Party,29145,127,29272,2.75
5.0,ANIL RAM,Independent,12988,14,13002,1.22
6.0,SATYENDRA BAITHA,Independent,12253,16,12269,1.15
7.0,BHOLA HARIJAN,Independent,11138,2,11140,1.05
8.0,RAM KUMAR MANJHI,Gana Suraksha Party,8531,9,8540,0.8
9.0,NAMI RAM,Independent,6716,0,6716,0.63
10.0,SURENDRA RAM,Bhartiya Rashtriya Dal,6673,39,6712,0.63
11.0,JITENDRA RAM,Bahujan Mukti Party,5942,27,5969,0.56
12.0,NOTA,None of the Above,42713,150,42863,4.03
1.0,VIJAYLAKSHMI DEVI,Janata Dal  (United),385625,883,386508,38.73
2.0,HENA SHAHAB,Independent,293084,567,293651,29.42
3.0,AWADH BIHARI CHOUDHARY,Rashtriya Janata Dal,198063,760,198823,19.92
4.0,SATYENDRA KUSHWAHA,Independent,21558,7,21565,2.16
5.0,JEEWAN KUMAR,Independent,18489,101,18590,1.86
6.0,DILIP KU SINGH,Bahujan Samaj Party,12032,80,12112,1.21
7.0,SANJAY KUMAR SAH,Bhartiya Lok Nayak Party,8851,28,8879,0.89
8.0,DR. RAVINDRA NATH SHUKLA,Independent,8681,12,8693,0.87
9.0,DEVKANT MISHRA,Independent,6162,19,6181,0.62
10.0,PRAMOD KUMAR,Independent,5666,2,5668,0.57
11.0,PRAKASH MANI TIWARI,Independent,4503,6,4509,0.45
12.0,MAHENDRA SINGH ALIAS MAHENDRA RAI,Independent,3920,2,3922,0.39
13.0,DILIP KUMAR SINGH,Independent,1947,6,1953,0.2
14.0,NOTA,None of the Above,26925,39,26964,2.7
1.0,"JANARDAN SINGH ""SIGRIWAL""",Bharatiya Janata Party,527974,1559,529533,52.22
2.0,AAKASH KUMAR SINGH,Indian National Congress,425887,995,426882,42.09
3.0,TRIBHUWAN RAM,Peoples Party of India (Democratic),14830,8,14838,1.46
4.0,MADHUSUDAN SINGH,Bahujan Samaj Party,13359,43,13402,1.32
5.0,AKHILESHWAR PRASAD SINGH,All India Majlis-E-Ittehadul Muslimeen,7750,17,7767,0.77
6.0,NOTA,None of the Above,21662,25,21687,2.14
1.0,RAJIV PRATAP RUDY,Bharatiya Janata Party,470234,1518,471752,46.18
2.0,ROHINI ACHARYA,Rashtriya Janata Dal,456763,1328,458091,44.84
3.0,LAXAMAN PRAO YADAV,Independent,22041,2,22043,2.16
4.0,SHAK NAUSHAD,Independent,16101,2,16103,1.58
5.0,AVINASH KUMAR,Bahujan Samaj Party,14708,62,14770,1.45
6.0,RAGHWENDRA PRATAP SINGH,Independent,5165,2,5167,0.51
7.0,GAJENDRA PRASAD CHAURSIYA,Janhit Kisan Party,5025,5,5030,0.49
8.0,SHATRUDHAN TIWARY,Bhartiya Sarthak Party,3661,26,3687,0.36
9.0,MOHAMAD SALIM,Independent,3148,3,3151,0.31
10.0,ARTI KUMARI,Independent,3009,14,3023,0.3
11.0,PRABHAT KUMAR,Independent,2302,4,2306,0.23
12.0,BARUN KUMAR DAS,Gana Suraksha Party,1770,5,1775,0.17
13.0,GYANI KUMAR SHARMA,Bharatiya Ekta Dal,1699,5,1704,0.17
14.0,RAJESH KUSHWAHA,Bhartiya Lok Chetna Party,1486,3,1489,0.15
15.0,NOTA,None of the Above,11382,35,11417,1.12
1.0,CHIRAG PASWAN,Lok Janshakti Party(Ram Vilas),613106,2612,615718,53.29
2.0,SHIV CHANDRA RAM,Rashtriya Janata Dal,442553,3060,445613,38.57
3.0,SURENDRA KUMAR PASWAN,Independent,17241,4,17245,1.49
4.0,SHASHI SWARAJ,Bahujan Samaj Party,8591,88,8679,0.75
5.0,HARIWANSH PASWAN,Independent,7113,4,7117,0.62
6.0,SHAILENDRA KUMAR,Independent,6153,8,6161,0.53
7.0,ASHOK KUMAR,Samata Party,4701,20,4721,0.41
8.0,RANDHIR PASWAN,Independent,2671,4,2675,0.23
9.0,RAJ KUMAR PASWAN,Yuva Bihar Sena,1983,7,1990,0.17
10.0,DHARMENDRA KUMAR,Jantantra Awaj Party,1971,7,1978,0.17
11.0,MADHUSUDHAN PASWAN,Independent,1793,8,1801,0.16
12.0,RAJESH KUMAR RAUSHAN,Socialist Unity Centre Of India (COMMUNIST),1694,7,1701,0.15
13.0,MEGHNATH PASWAN,Independent,1680,0,1680,0.15
14.0,BALENDRA DAS,Janshakti Janta Dal,1308,10,1318,0.11
15.0,NOTA,None of the Above,36836,91,36927,3.2
1.0,NITYANAND RAI,Bharatiya Janata Party,515159,806,515965,49.51
2.0,ALOK KUMAR MEHTA,Rashtriya Janata Dal,454870,993,455863,43.75
3.0,SANJAY PASWAN,Independent,16961,2,16963,1.63
4.0,MOHAN KUMAR MAURYA,Bahujan Samaj Party,7081,20,7101,0.68
5.0,RAKESH KUMAR,Independent,5953,4,5957,0.57
6.0,SANTHOSH RAI,Rashtriya Jansambhavna Party,4423,3,4426,0.42
7.0,NARENDRA GIRI,Independent,3150,1,3151,0.3
8.0,KISHOR KUMAR,Independent,2209,0,2209,0.21
9.0,AMARESH RAY,Independent,2140,3,2143,0.21
10.0,ANSHU KUMAR,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),1749,7,1756,0.17
11.0,RAMPUKAR RAY,Socialist Unity Centre Of India (COMMUNIST),1299,7,1306,0.13
12.0,NIKKI JHA,Jagrook Janta Party,1006,14,1020,0.1
13.0,MANOJ KUMAR,Janta Raj Vikas Party,937,2,939,0.09
14.0,NOTA,None of the Above,23246,23,23269,2.23
1.0,SHAMBHAVI,Lok Janshakti Party(Ram Vilas),579095,691,579786,52.97
2.0,SUNNY HAZARI,Indian National Congress,391558,977,392535,35.86
3.0,SHASHI BHUSHAN DAS,Independent,25953,4,25957,2.37
4.0,RAVI RAUSHAN KUMAR,Independent,16151,4,16155,1.48
5.0,RAM LAKHAN  MAHTO,Bahujan Samaj Party,12698,34,12732,1.16
6.0,PINKU PASWAN,Rashtriya Jansambhavna Party,12426,11,12437,1.14
7.0,MUKESH CHAUPAL,Independent,5574,5,5579,0.51
8.0,JIBACHH KUMAR HAJARI,Independent,4686,8,4694,0.43
9.0,RATAN BIHARI,Desh Janhit Party,3411,8,3419,0.31
10.0,VIDYA NAND RAM,Wazib Adhikar Party,3110,2,3112,0.28
11.0,AMRITA KUMARI,Independent,2849,3,2852,0.26
12.0,LAL BABU MAHTO,Sathi Aur Aapka Faisala Party,2665,1,2666,0.24
13.0,NOTA,None of the Above,32645,23,32668,2.98
1.0,GIRIRAJ SINGH,Bharatiya Janata Party,646912,2419,649331,50.15
2.0,ABDHESH KUMAR ROY,Communist Party of India,564310,3541,567851,43.86
3.0,INDRAJEET KUMAR ROY,Independent,12947,6,12953,1.0
4.0,RAJNISH KUMAR MUKHIYA,Rashtriya Jansambhavna Party,10846,26,10872,0.84
5.0,ADV CHANDAN KUMAR DAS,Bahujan Samaj Party,8362,91,8453,0.65
6.0,RAM BADAN RAI,Karpoori Janta Dal,6599,45,6644,0.51
7.0,MD SHAHNAWAZ HASSAN,Independent,6144,8,6152,0.48
8.0,ARUN KUMAR,Independent,4030,15,4045,0.31
9.0,RAJ KUMAR SAH,Akhil Bhartiya Parivar Party,3329,21,3350,0.26
10.0,RAMUDGAR,Socialist Unity Centre Of India (COMMUNIST),2633,7,2640,0.2
11.0,NOTA,None of the Above,22283,99,22382,1.73
1.0,RAJESH VERMA,Lok Janshakti Party(Ram Vilas),537331,1326,538657,50.73
2.0,SANJAY KUMAR,Communist Party of India  (Marxist),375988,1538,377526,35.55
3.0,RUPAM DEVI,Independent,27370,25,27395,2.58
4.0,SONU KUMAR,Independent,24478,5,24483,2.31
5.0,PINKESH KUMAR,Rashtriya Jan Kalyan Party Secular,19487,8,19495,1.84
6.0,DR RAVI KUMAR,Bahujan Samaj Party,13894,159,14053,1.32
7.0,AJAY KUMAR,Rashtriya Jansambhavna Party,8256,54,8310,0.78
8.0,PRIYADARSHEE DINKAR,Independent,7892,12,7904,0.74
9.0,DINANATH CHANDRAVANSHI,Independent,6142,20,6162,0.58
10.0,CHANDRA KISHOR THAKUR,Aam Janta Party Rashtriya,2806,43,2849,0.27
11.0,ASIF IMAM,Aadarsh Mithila Party,2434,9,2443,0.23
12.0,KANCHAN MALA,Hindustan People's Party (Democratic),1478,28,1506,0.14
13.0,NOTA,None of the Above,31056,55,31111,2.93
1.0,AJAY KUMAR MANDAL,Janata Dal  (United),534923,1108,536031,50.38
2.0,AJEET SHARMA,Indian National Congress,430025,1138,431163,40.52
3.0,POONAM SINGH,Bahujan Samaj Party,12547,99,12646,1.19
4.0,HARERAM YADAV,Independent,12255,3,12258,1.15
5.0,DEEPAK KUMAR SINGH,Rashtriya Jansambhavna Party,7654,16,7670,0.72
6.0,CHHOTE LAL KUMAR,Independent,6677,6,6683,0.63
7.0,RAMESH TUDU,Independent,6629,5,6634,0.62
8.0,UMESH PRASAD YADAV,Peoples Party of India (Democratic),5105,21,5126,0.48
9.0,DEEPAK KUMAR,Socialist Unity Centre Of India (COMMUNIST),3758,5,3763,0.35
10.0,MUKESH KUMAR,Akhil Bhartiya Parivar Party,3670,11,3681,0.35
11.0,DAYARAM MANDAL,Lok Sewa Dal,3509,10,3519,0.33
12.0,OM PRAKASH PODDAR,Independent,3091,13,3104,0.29
13.0,NOTA,None of the Above,31771,32,31803,2.99
1.0,GIRIDHARI YADAV,Janata Dal  (United),505674,1004,506678,49.96
2.0,JAI PRAKASH NARAYAN YADAV,Rashtriya Janata Dal,401567,1267,402834,39.72
3.0,NARESH YADAV,Independent,14936,3,14939,1.47
4.0,JAY PRAKASH YADAV,Rashtriya Jansambhavna Party,12254,23,12277,1.21
5.0,AMRIT TANTI,Bhartiya Dalit Party,9615,55,9670,0.95
6.0,NARESH KUMAR PRIYADARSHI,Independent,8103,22,8125,0.8
7.0,GANESH KUMAR KUSHAWAHA,Samata Party,7627,18,7645,0.75
8.0,UTTAM KUMAR SINGH,Aam Janta Party Rashtriya,6874,37,6911,0.68
9.0,KAVINDRA PANDIT,Socialist Unity Centre Of India (COMMUNIST),5226,20,5246,0.52
10.0,UMAKANT YADAV,Independent,4932,9,4941,0.49
11.0,NOTA,None of the Above,34808,81,34889,3.44
1.0,RAJIV RANJAN SINGH ALIAS LALAN SINGH,Janata Dal  (United),547814,2332,550146,48.3
2.0,KUMARI ANITA,Rashtriya Janata Dal,467412,1864,469276,41.2
3.0,SHANKAR PRASAD BIND,Independent,21016,7,21023,1.85
4.0,PRIYADARSHI PIYUSH,Independent,15718,13,15731,1.38
5.0,A. K. SINGH ‘ASHOK’,Independent,13809,16,13825,1.21
6.0,KUMAR NAVNEET HIMANSHU,Bahujan Samaj Party,12143,137,12280,1.08
7.0,KULDIP YADAV,Hindustan People's Party (Democratic),9455,31,9486,0.83
8.0,NEETISH KUMAR,Independent,7470,37,7507,0.66
9.0,PRAVAL KUMAR,Independent,5366,9,5375,0.47
10.0,RAVINDRA MANDAL,Socialist Unity Centre Of India (COMMUNIST),4893,20,4913,0.43
11.0,ADITYA SINGH MADHUKAR,Independent,4124,16,4140,0.36
12.0,PANKAJ KUMAR,Independent,3410,18,3428,0.3
13.0,NOTA,None of the Above,21920,31,21951,1.93
1.0,KAUSHALENDRA KUMAR,Janata Dal  (United),557054,2368,559422,48.88
2.0,DR. SANDEEP SAURAV,Communist Party of India  (Marxist-Leninist)  (Liberation),388052,2256,390308,34.11
3.0,SUDHIR KUMAR,Sanyukt Kisan Vikas Party,25286,5,25291,2.21
4.0,SURENDRA PRASAD,Al-Hind Party,18571,5,18576,1.62
5.0,SHASHI KUMAR,Samaj Shakti Party,18472,8,18480,1.61
6.0,PRAMOD KUMAR NIRALA,Bahujan Samaj Party,15233,99,15332,1.34
7.0,AJEET KUMAR,Independent,14746,4,14750,1.29
8.0,VINAY PRATAP SINGH,Rashtriya Sanatan Party,9593,9,9602,0.84
9.0,SANJAY RAJESH,Karpoori Janta Dal,7878,9,7887,0.69
10.0,SUDHIR DAS,Independent,6804,2,6806,0.59
11.0,KANHAIYA LAL YADAV,Jagrook Janta Party,6665,27,6692,0.58
12.0,SANYUKTA KUMARI,Independent,6232,6,6238,0.55
13.0,AJIT KUMAR,Independent,5515,5,5520,0.48
14.0,SHYAM SUNDAR PRASAD,Independent,3922,10,3932,0.34
15.0,RAMESH KUMAR,Naki Bharatiya Ekta Party,3840,5,3845,0.34
16.0,KISLAY KUMAR,Independent,3599,3,3602,0.31
17.0,KESHO JAMADAR,Peoples Party of India (Democratic),3369,18,3387,0.3
18.0,SURENDER SINGH,Independent,3341,4,3345,0.29
19.0,DILIP KUMAR,Moolniwasi Samaj Party,2724,5,2729,0.24
20.0,NAND KISHOR PARASAD,Pragatisheel Magahi Samaj,2456,12,2468,0.22
21.0,NISHA RANJAN,Samata Party,2397,18,2415,0.21
22.0,SHASHIRANJAN SUMAN,Independent,2331,9,2340,0.2
23.0,GHANSHYAM PRASAD SINGH,Independent,2108,2,2110,0.18
24.0,KUMAR HARI CHARAN SINGH YADAV,Bharatiya Momin Front,1971,9,1980,0.17
25.0,MUNNA KUMAR,Sankhyanupati Bhagidari Party,1937,12,1949,0.17
26.0,MUNNA KUMAR,Samajwadi Lok Parishad,1867,13,1880,0.16
27.0,PAWAN KUMAR,Independent,1595,2,1597,0.14
28.0,PUJA DEVI,Independent,1491,14,1505,0.13
29.0,CHANDRA KISHOR PRASAD YADAV,Independent,1177,1,1178,0.1
30.0,NOTA,None of the Above,19110,107,19217,1.68
1.0,RAVI SHANKAR PRASAD,Bharatiya Janata Party,587212,1058,588270,54.7
2.0,ANSHUL AVIJIT,Indian National Congress,433818,606,434424,40.39
3.0,RAKESH SHARMA,Independent,9942,1,9943,0.92
4.0,NEERAJ KUMAR,Bahujan Samaj Party,5912,16,5928,0.55
5.0,AWADHESH PRASAD,Independent,4973,1,4974,0.46
6.0,ENG UMESH RAJAK,Peoples Party of India (Democratic),4664,8,4672,0.43
7.0,SANJAY KUMAR URF SANJAY BALMIKI,Independent,4643,0,4643,0.43
8.0,DHARMVIR KUMAR BHASKAR,Independent,2415,1,2416,0.22
9.0,AMIT KUMAR ALBELA,Independent,2050,3,2053,0.19
10.0,MAHESH KUMAR,Samata Party,2003,0,2003,0.19
11.0,DHANJAY KUMAR,Rashtriya Jansambhavna Party,1969,2,1971,0.18
12.0,GULAB PRASAD,Loktantrik Samajwadi Party,1923,2,1925,0.18
13.0,SUMIT RANJAN SINHA,Akhand Bharat Janpriya Party,1715,1,1716,0.16
14.0,MAHBOOB ALAM ANSARI,Bharatiya Momin Front,1635,3,1638,0.15
15.0,DR RAKESH DUTTA MISHRA,Bharatiya Jan Kranti Dal (Democratic),1238,2,1240,0.12
16.0,SAROJ KUMAR SUMAN,Socialist Unity Centre Of India (COMMUNIST),1078,0,1078,0.1
17.0,SHAHID ALAM,Jantantra Awaj Party,1040,3,1043,0.1
18.0,NOTA,None of the Above,5532,27,5559,0.52
1.0,MISHA BHARTI,Rashtriya Janata Dal,612147,1136,613283,49.86
2.0,RAM KRIPAL YADAV,Bharatiya Janata Party,526608,1501,528109,42.93
3.0,DR S P SHARMA,Hindustan Vikas Dal,15139,1,15140,1.23
4.0,HARIKESHWAR RAM,Bahujan Samaj Party,10931,34,10965,0.89
5.0,VINDU DEVI,Rashtriya Jansambhavna Party,10741,3,10744,0.87
6.0,SHIV KUMAR SINGH,Apna Kisan Party,9011,5,9016,0.73
7.0,SANJAY KUMAR SINGH,Bhartiya Sarthak Party,4753,0,4753,0.39
8.0,MD FAROOQUE RAZA,All India Majlis-E-Ittehadul Muslimeen,4010,13,4023,0.33
9.0,RAM NIRANJAN ROY,Rashtrawadi Chetna Party,3914,1,3915,0.32
10.0,MRITUNJAY KUMAR,Bhagidari Party(P),3483,0,3483,0.28
11.0,DURGESH NANDAN SINGH,Independent,3104,2,3106,0.25
12.0,NAGESHWAR PRASAD,Peoples Party of India (Democratic),2048,3,2051,0.17
13.0,SUBHASH KUMAR,Bhartiya Lok Chetna Party,1979,0,1979,0.16
14.0,NITESH KUMAR PATEL,Adarsh Jankalyan Dal,1816,1,1817,0.15
15.0,RANJAN KUMAR,Independent,1807,2,1809,0.15
16.0,NIRAJ KUMAR,Independent,1767,4,1771,0.14
17.0,KUNAL KUMAR,Hamara Sahara Party,1607,7,1614,0.13
18.0,KHUSHBOO KUMARI,Akhil Bhartiya Parivar Party,1479,4,1483,0.12
19.0,ANIL DAS,Bhartiya Dalit Party,1465,4,1469,0.12
20.0,ANIL KUMAR CHAND,Socialist Unity Centre Of India (COMMUNIST),1421,3,1424,0.12
21.0,MADHURI KUMARI,All India Forward Bloc,1301,1,1302,0.11
22.0,JAWAHAR SINGH,Bhartiya Manavta Party,1235,2,1237,0.1
23.0,NOTA,None of the Above,5573,33,5606,0.46
1.0,SUDAMA PRASAD,Communist Party of India  (Marxist-Leninist)  (Liberation),526564,2818,529382,48.28
2.0,R. K. SINGH,Bharatiya Janata Party,464736,4838,469574,42.82
3.0,VIRENDRA KUMAR SINGH,Independent,23630,5,23635,2.16
